time per frame
0.02
0.02
0.3333333
0.0377807
0.0082079
0.0053582
0.0051454
0.0050066
0.008144
0.0055838
0.0824306
0.022984
0.005307
0.0054008
0.0046035
0.00501
0.0041469
0.0041602
0.0042146
0.0055085
0.0043467
0.0045457
0.0046363
0.004366
0.0050466
0.0046646
0.0045686
0.0045974
0.0045082
0.0063938
0.0044807
0.0045103
0.0052428
0.0037115
0.0049538
0.0041981
0.0046423
0.0039819
0.0043597
0.0062437
0.0041043
0.0049537
0.0042208
0.0046957
0.0044551
0.00519
0.0044368
0.0044677
0.0054253
0.0041436
0.0047354
0.0074905
0.0052818
0.005026
0.0049686
0.0050404
0.005085
0.0046899
0.0044441
0.0046773
0.0052443
0.0068751
0.0043926
0.0048942
0.0043714
0.0045894
0.0047347
0.0043982
0.0041828
0.0041379
0.0041276
0.0044574
0.0061114
0.004272
0.0042139
0.0039751
0.0041659
0.0041007
0.0042967
0.0043663
0.0045105
0.0044069
0.0042122
0.0065728
0.0045818
0.0043892
0.0042598
0.0041373
0.0039995
0.0040815
0.0041815
0.0039446
0.0048535
0.0041543
0.0065452
0.004049
0.004525
0.0039738
0.0046277
0.0042928
0.0043571
0.004036
0.0043804
0.0041809
0.0045598
0.0066613
0.003816
0.004802
0.0042767
0.0047047
0.0047068
0.0039467
0.0043809
0.0040155
0.0052219
0.0058655
0.0039621
0.0046111
0.0044693
0.0048979
0.004292
0.0039278
0.004316
0.0038726
0.0043773
0.0039489
0.0067863
0.004554
0.0042957
0.0052447
0.0042359
0.0049064
0.0052645
0.0042339
0.004596
0.0040446
0.0046486
0.0064261
0.0039869
0.0042123
0.004466
0.0048447
0.0068303
0.0047223
0.0049662
0.0050423
0.0068287
0.0045273
0.0047019
0.0044829
0.004399
0.0046279
0.00475
0.0047164
0.0048609
0.0045922
0.0048336
0.0043727
0.0066108
0.0042225
0.0042314
0.0042315
0.0040742
0.004552
0.0045718
0.0041628
0.0040516
0.0041302
0.0044495
0.0073616
0.0078906
0.0042201
0.0048973
0.0049457
0.0050015
0.004388
0.0048237
0.0041096
0.004396
0.004299
0.0080993
0.0041056
0.0045876
0.0041762
0.004989
0.0041751
0.0046716
0.0041517
0.0051803
0.005197
0.006666
0.0053703
0.0055824
0.0049502
0.0042572
0.0053532
0.0043177
0.0047499
0.0052817
0.004444
0.0043693
0.0072194
0.00451
0.0051354
0.0056937
0.0038917
0.0044849
0.004249
0.0047279
0.0041214
0.0047268
0.0074482
0.0048917
0.0043745
0.004967
0.0043145
0.0050655
0.0045433
0.0044827
0.0045658
0.0042786
0.0043411
0.006714
0.0047794
0.0044615
0.0045375
0.0042598
0.0042191
0.0042628
0.0043201
0.0047216
0.0043509
0.0067418
0.0050976
0.0043213
0.0044763
0.0041721
0.0043038
0.0042857
0.0040848
0.0043993
0.0046501
0.0070745
0.0048779
0.0041868
0.0045442
0.0045767
0.0044379
0.0048601
0.0046278
0.0046654
0.0046738
0.0040373
0.006879
0.0045075
0.0040527
0.0051398
0.0044824
0.0042654
0.0044928
0.0042236
0.0045424
0.0045694
0.0064077
0.0048154
0.0041079
