time,hmd rotation
14:08:49:974,0.006871007
14:08:49:981,0.006868519
14:08:49:990,0.006910656
14:08:49:998,0.0059804
14:08:50:006,0.006384156
14:08:50:017,0.006096272
14:08:50:025,0.005895172
14:08:50:034,0.005679677
14:08:50:041,0.005945587
14:08:50:048,0.006578054
14:08:50:057,0.007235285
14:08:50:064,0.006539261
14:08:50:074,0.006630676
14:08:50:081,0.005986641
14:08:50:089,0.00618019
14:08:50:097,0.005988986
14:08:50:107,0.005405493
14:08:50:115,0.005580332
14:08:50:122,0.006171915
14:08:50:131,0.005847544
14:08:50:138,0.005800519
14:08:50:146,0.006262759
14:08:50:155,0.007255305
14:08:50:163,0.006325551
14:08:50:171,0.006454494
14:08:50:181,0.006976153
14:08:50:189,0.006249321
14:08:50:199,0.006526086
14:08:50:206,0.006840923
14:08:50:214,0.007038177
14:08:50:221,0.007074682
14:08:50:229,0.007434228
14:08:50:238,0.006895677
14:08:50:247,0.006834226
14:08:50:257,0.007909836
14:08:50:265,0.00755445
14:08:50:272,0.007128295
14:08:50:281,0.007106741
14:08:50:288,0.007285511
14:08:50:299,0.007834299
14:08:50:308,0.008196416
14:08:50:314,0.007734431
14:08:50:322,0.00732649
14:08:50:330,0.008293958
14:08:50:338,0.007944924
14:08:50:346,0.007540834
14:08:50:355,0.006877676
14:08:50:364,0.006194991
14:08:50:372,0.006552764
14:08:50:382,0.007020352
14:08:50:389,0.006981818
14:08:50:397,0.006619989
14:08:50:405,0.006356416
14:08:50:414,0.007058025
14:08:50:422,0.007229084
14:08:50:430,0.00787572
14:08:50:439,0.007466468
14:08:50:448,0.007780163
14:08:50:457,0.007406526
14:08:50:464,0.006536738
14:08:50:472,0.006973441
14:08:50:480,0.006784356
14:08:50:489,0.006123928
14:08:50:500,0.005222258
14:08:50:507,0.005761992
14:08:50:515,0.005201862
14:08:50:526,0.005866942
14:08:50:534,0.006716717
14:08:50:542,0.007372452
14:08:50:549,0.007424523
14:08:50:557,0.006931095
14:08:50:565,0.008376766
14:08:50:576,0.008652451
14:08:50:583,0.008099338
14:08:50:591,0.008445881
14:08:50:599,0.007874262
14:08:50:607,0.007212143
14:08:50:615,0.006082907
14:08:50:624,0.006305293
14:08:50:632,0.004946059
14:08:50:641,0.005416648
14:08:50:648,0.006078224
14:08:50:657,0.006388589
14:08:50:664,0.005649731
14:08:50:672,0.006244371
14:08:50:683,0.005778716
14:08:50:690,0.006256922
14:08:50:701,0.006638404
14:08:50:709,0.006514565
14:08:50:715,0.0055354
14:08:50:724,0.005971477
14:08:50:734,0.005184125
14:08:50:744,0.00501187
14:08:50:751,0.003930071
14:08:50:759,0.004326427
14:08:50:766,0.004677406
14:08:50:774,0.004523017
14:08:50:783,0.005238507
14:08:50:790,0.004209326
14:08:50:797,0.004377759
14:08:50:806,0.004776353
14:08:50:814,0.005004554
14:08:50:824,0.004686521
14:08:50:835,0.004599021
