id,time,head rotation
88664ba3-f573-49e2-a446-69b4f7b7a0d1,13:22:23:714,0
7d59b8c0-e6d7-4927-ac9a-7e956ce9b0dd,13:22:25:720,0
cc48752c-8f0b-433e-bee2-ba7ad5eb7da9,13:22:27:721,0
e5157f2b-0734-4544-858f-22477ea9c5c7,13:22:29:721,0
543f191d-7806-4847-98d4-d1e08169d401,13:22:31:722,0

