time,hmd rotation
12:19:46:098,-0.06634521
12:19:46:107,-0.06576538
12:19:46:115,-0.06564331
12:19:46:123,-0.0664978
12:19:46:130,-0.0664978
12:19:46:139,-0.06604004
12:19:46:147,-0.06674194
12:19:46:154,-0.065979
12:19:46:164,-0.06680298
12:19:46:172,-0.06698608
12:19:46:180,-0.06665039
12:19:46:188,-0.06695557
12:19:46:195,-0.06668091
12:19:46:204,-0.06692505
12:19:46:212,-0.0657959
12:19:46:221,-0.06521606
12:19:46:229,-0.06518555
12:19:46:236,-0.06533813
12:19:46:245,-0.06512451
12:19:46:252,-0.06503296
12:19:46:260,-0.06558228
12:19:46:267,-0.06546021
12:19:46:277,-0.06628418
12:19:46:285,-0.06634521
12:19:46:293,-0.06616211
12:19:46:302,-0.06604004
12:19:46:310,-0.06692505
12:19:46:317,-0.06741333
12:19:46:326,-0.0680542
12:19:46:337,-0.06814575
12:19:46:345,-0.06729126
12:19:46:353,-0.06768799
12:19:46:360,-0.06680298
12:19:46:368,-0.06567383
12:19:46:376,-0.06604004
12:19:46:385,-0.06564331
12:19:46:394,-0.06637573
12:19:46:403,-0.06640625
12:19:46:412,-0.06607056
12:19:46:419,-0.06677246
12:19:46:429,-0.06616211
12:19:46:436,-0.0657959
12:19:46:446,-0.0670166
12:19:46:459,-0.06680298
12:19:46:468,-0.06707764
12:19:46:478,-0.06759644
12:19:46:488,-0.06695557
12:19:46:496,-0.06744385
12:19:46:508,-0.06747437
12:19:46:518,-0.06845093
12:19:46:531,-0.06842041
12:19:46:539,-0.06842041
12:19:46:548,-0.0687561
12:19:46:557,-0.06951904
12:19:46:566,-0.06958008
12:19:46:574,-0.07046509
12:19:46:582,-0.07025146
12:19:46:594,-0.0715332
12:19:46:602,-0.07104492
12:19:46:612,-0.07061768
12:19:46:620,-0.07128906
12:19:46:630,-0.07150269
12:19:46:639,-0.07138062
12:19:46:649,-0.072052
12:19:46:660,-0.0713501
12:19:46:670,-0.07180786
12:19:46:678,-0.07174683
12:19:46:689,-0.0718689
12:19:46:698,-0.07131958
12:19:46:709,-0.07168579
12:19:46:719,-0.07275391
12:19:46:729,-0.07177734
12:19:46:737,-0.07266235
12:19:46:745,-0.07217407
12:19:46:754,-0.07159424
12:19:46:762,-0.07235718
12:19:46:770,-0.07229614
12:19:46:780,-0.07229614
12:19:46:790,-0.07199097
12:19:46:799,-0.07232666
12:19:46:808,-0.07263184
12:19:46:817,-0.07211304
12:19:46:825,-0.07229614
12:19:46:833,-0.07183838
12:19:46:842,-0.07284546
12:19:46:850,-0.07333374
12:19:46:858,-0.07318115
12:19:46:865,-0.07406616
12:19:46:873,-0.07312012
12:19:46:880,-0.07376099
12:19:46:888,-0.0737915
12:19:46:899,-0.0737915
12:19:46:907,-0.0741272
12:19:46:915,-0.07400513
12:19:46:923,-0.07427979
12:19:46:931,-0.07440186
12:19:46:941,-0.07449341
12:19:46:952,-0.0737915
12:19:46:963,-0.07427979
12:19:46:971,-0.07388306
12:19:46:977,-0.0737915
12:19:46:985,-0.07397461
12:19:46:994,-0.07394409
12:19:47:003,-0.07345581
12:19:47:010,-0.07244873
12:19:47:022,-0.07232666
12:19:47:032,-0.07263184
12:19:47:041,-0.07339478
12:19:47:051,-0.07287598
12:19:47:059,-0.07440186
12:19:47:065,-0.07543945
12:19:47:073,-0.07458496
12:19:47:080,-0.0748291
12:19:47:088,-0.07473755
12:19:47:098,-0.0736084
12:19:47:106,-0.07400513
12:19:47:113,-0.07476807
12:19:47:121,-0.074646
12:19:47:129,-0.0748291
12:19:47:138,-0.07501221
12:19:47:147,-0.07611084
12:19:47:154,-0.0760498
12:19:47:163,-0.0763855
12:19:47:171,-0.0770874
12:19:47:178,-0.07641602
12:19:47:186,-0.07696533
12:19:47:194,-0.07620239
12:19:47:202,-0.07629395
12:19:47:213,-0.0763855
12:19:47:221,-0.07598877
12:19:47:229,-0.07592773
12:19:47:237,-0.07568359
12:19:47:246,-0.07565308
12:19:47:253,-0.07525635
12:19:47:264,-0.07513428
12:19:47:274,-0.07470703
12:19:47:282,-0.07461548
12:19:47:290,-0.07495117
12:19:47:298,-0.07418823
12:19:47:306,-0.07467651
12:19:47:313,-0.07421875
12:19:47:322,-0.07397461
12:19:47:330,-0.07443237
12:19:47:338,-0.07391357
12:19:47:346,-0.07467651
12:19:47:353,-0.07485962
12:19:47:360,-0.07553101
12:19:47:368,-0.0758667
12:19:47:378,-0.07608032
12:19:47:386,-0.07592773
12:19:47:394,-0.07653809
12:19:47:402,-0.07644653
12:19:47:411,-0.07583618
12:19:47:419,-0.07608032
12:19:47:427,-0.07669067
12:19:47:437,-0.07577515
12:19:47:445,-0.07620239
12:19:47:456,-0.07717896
12:19:47:463,-0.07711792
12:19:47:472,-0.07678223
12:19:47:481,-0.0765686
12:19:47:492,-0.07568359
12:19:47:500,-0.07522583
12:19:47:509,-0.07507324
12:19:47:517,-0.07574463
12:19:47:525,-0.07611084
12:19:47:534,-0.07632446
12:19:47:543,-0.07693481
12:19:47:554,-0.07644653
12:19:47:563,-0.07699585
12:19:47:572,-0.07727051
12:19:47:581,-0.07723999
12:19:47:589,-0.07717896
12:19:47:598,-0.07687378
12:19:47:609,-0.07699585
12:19:47:617,-0.07614136
12:19:47:628,-0.07672119
12:19:47:638,-0.07717896
12:19:47:647,-0.07748413
12:19:47:659,-0.07778931
12:19:47:670,-0.07769775
12:19:47:680,-0.07843018
12:19:47:690,-0.07775879
12:19:47:699,-0.07751465
12:19:47:708,-0.07757568
12:19:47:717,-0.07699585
12:19:47:725,-0.07730103
12:19:47:736,-0.07772827
12:19:47:744,-0.07748413
12:19:47:753,-0.07730103
12:19:47:763,-0.07717896
12:19:47:771,-0.07751465
12:19:47:779,-0.07699585
12:19:47:789,-0.07739258
12:19:47:799,-0.07836914
12:19:47:808,-0.07791138
12:19:47:817,-0.07751465
12:19:47:826,-0.07699585
12:19:47:835,-0.07647705
12:19:47:845,-0.07546997
12:19:47:857,-0.07461548
12:19:47:866,-0.0737915
12:19:47:876,-0.07409668
12:19:47:884,-0.07559204
12:19:47:895,-0.0760498
12:19:47:903,-0.07693481
12:19:47:912,-0.07672119
12:19:47:924,-0.07653809
12:19:47:932,-0.07608032
12:19:47:941,-0.07653809
12:19:47:949,-0.07635498
12:19:47:957,-0.07601929
12:19:47:966,-0.07614136
12:19:47:976,-0.07528687
12:19:47:984,-0.07589722
12:19:47:993,-0.07528687
12:19:48:000,-0.07449341
12:19:48:008,-0.07449341
12:19:48:018,-0.07440186
12:19:48:026,-0.07415771
12:19:48:038,-0.07421875
12:19:48:046,-0.07366943
12:19:48:057,-0.07363892
12:19:48:065,-0.07421875
12:19:48:074,-0.07305908
12:19:48:083,-0.07299805
12:19:48:091,-0.07327271
12:19:48:101,-0.07263184
12:19:48:110,-0.07244873
12:19:48:121,-0.07250977
12:19:48:128,-0.0730896
12:19:48:138,-0.07241821
12:19:48:147,-0.07223511
12:19:48:159,-0.07189941
12:19:48:168,-0.07244873
12:19:48:178,-0.07260132
12:19:48:187,-0.07333374
12:19:48:199,-0.07373047
12:19:48:208,-0.07443237
12:19:48:219,-0.07406616
12:19:48:233,-0.07415771
12:19:48:243,-0.07418823
12:19:48:258,-0.07366943
12:19:48:268,-0.07333374
12:19:48:278,-0.07312012
12:19:48:288,-0.07281494
12:19:48:297,-0.07272339
12:19:48:306,-0.07296753
12:19:48:318,-0.07391357
12:19:48:325,-0.07562256
12:19:48:333,-0.07589722
12:19:48:341,-0.07553101
12:19:48:348,-0.07546997
12:19:48:357,-0.07455444
12:19:48:365,-0.07351685
12:19:48:377,-0.07226563
12:19:48:385,-0.07223511
12:19:48:392,-0.07095337
12:19:48:400,-0.07089233
12:19:48:408,-0.07189941
12:19:48:418,-0.07354736
12:19:48:429,-0.07293701
12:19:48:439,-0.07489014
12:19:48:447,-0.07620239
12:19:48:454,-0.07531738
12:19:48:462,-0.07546997
12:19:48:471,-0.0743103
12:19:48:483,-0.07339478
12:19:48:492,-0.07403564
12:19:48:501,-0.07348633
12:19:48:510,-0.07528687
12:19:48:523,-0.07608032
12:19:48:530,-0.07803345
12:19:48:542,-0.07794189
12:19:48:553,-0.07797241
12:19:48:561,-0.07769775
12:19:48:570,-0.07815552
12:19:48:580,-0.0791626
12:19:48:588,-0.07870483
12:19:48:597,-0.07873535
12:19:48:604,-0.07702637
12:19:48:614,-0.078125
12:19:48:622,-0.07763672
12:19:48:629,-0.07751465
12:19:48:638,-0.07714844
12:19:48:646,-0.07705688
12:19:48:655,-0.07717896
12:19:48:663,-0.07653809
12:19:48:672,-0.07659912
12:19:48:682,-0.0770874
12:19:48:689,-0.07757568
12:19:48:697,-0.07629395
12:19:48:705,-0.07730103
12:19:48:712,-0.07763672
12:19:48:720,-0.07821655
12:19:48:728,-0.07772827
12:19:48:736,-0.07888794
12:19:48:744,-0.07839966
12:19:48:750,-0.0796814
12:19:48:757,-0.08004761
12:19:48:765,-0.07949829
12:19:48:772,-0.08029175
12:19:48:783,-0.08032227
12:19:48:790,-0.08041382
12:19:48:798,-0.08068848
12:19:48:805,-0.08154297
12:19:48:813,-0.08120728
12:19:48:820,-0.08206177
12:19:48:830,-0.08203125
12:19:48:837,-0.08151245
12:19:48:844,-0.08209229
12:19:48:851,-0.08172607
12:19:48:859,-0.08312988
12:19:48:866,-0.08248901
12:19:48:873,-0.08255005
12:19:48:883,-0.08233643
12:19:48:890,-0.08306885
12:19:48:898,-0.08374023
12:19:48:906,-0.08428955
12:19:48:916,-0.08459473
12:19:48:925,-0.08456421
12:19:48:932,-0.08486938
12:19:48:943,-0.08441162
12:19:48:950,-0.0847168
12:19:48:961,-0.0848999
12:19:48:968,-0.08474731
12:19:48:975,-0.08422852
12:19:48:984,-0.08407593
12:19:48:990,-0.08383179
12:19:49:001,-0.08380127
12:19:49:008,-0.08374023
12:19:49:016,-0.08312988
12:19:49:025,-0.08291626
12:19:49:032,-0.08395386
12:19:49:039,-0.08383179
12:19:49:049,-0.08322144
12:19:49:055,-0.08413696
12:19:49:063,-0.08474731
12:19:49:071,-0.08398438
12:19:49:078,-0.08428955
12:19:49:086,-0.08462524
12:19:49:093,-0.08428955
12:19:49:102,-0.08422852
12:19:49:109,-0.084198
12:19:49:116,-0.08456421
12:19:49:125,-0.08432007
12:19:49:132,-0.08526611
12:19:49:140,-0.08453369
12:19:49:147,-0.08422852
12:19:49:157,-0.08392334
