time,hmd rotation
15:31:34:559,-0.02722168
15:31:34:566,-0.02865601
15:31:34:575,-0.02789307
15:31:34:582,-0.02307129
15:31:34:591,-0.02148438
15:31:34:597,-0.01708984
15:31:34:604,-0.01934814
15:31:34:612,-0.02157593
15:31:34:619,-0.02075195
15:31:34:626,-0.02276611
15:31:34:634,-0.02584839
15:31:34:643,-0.03094482
15:31:34:650,-0.03540039
15:31:34:658,-0.03659058
15:31:34:665,-0.04000854
15:31:34:674,-0.04187012
15:31:34:681,-0.0385437
15:31:34:688,-0.03512573
15:31:34:695,-0.03646851
15:31:34:703,-0.03710938
15:31:34:710,-0.034729
15:31:34:717,-0.03829956
15:31:34:724,-0.03469849
15:31:34:732,-0.03451538
15:31:34:738,-0.03024292
15:31:34:745,-0.02716064
15:31:34:756,-0.02746582
15:31:34:763,-0.02301025
15:31:34:771,-0.02294922
15:31:34:779,-0.02157593
15:31:34:787,-0.02514648
15:31:34:796,-0.03173828
15:31:34:804,-0.02993774
15:31:34:811,-0.03143311
15:31:34:818,-0.03189087
15:31:34:826,-0.03317261
15:31:34:837,-0.03292847
15:31:34:845,-0.03070068
15:31:34:857,-0.02450562
15:31:34:866,-0.01968384
15:31:34:879,-0.02230835
15:31:34:888,-0.02514648
15:31:34:897,-0.027771
15:31:34:906,-0.0319519
15:31:34:916,-0.03417969
15:31:34:926,-0.03881836
15:31:34:937,-0.037323
15:31:34:945,-0.03872681
15:31:34:953,-0.03451538
15:31:34:961,-0.03259277
15:31:34:969,-0.03067017
15:31:34:978,-0.0295105
15:31:34:989,-0.0295105
15:31:34:999,-0.02856445
15:31:35:006,-0.03274536
15:31:35:015,-0.03424072
15:31:35:023,-0.03695679
15:31:35:030,-0.03717041
15:31:35:039,-0.03930664
15:31:35:048,-0.0435791
15:31:35:056,-0.04364014
15:31:35:064,-0.03994751
15:31:35:071,-0.03665161
15:31:35:079,-0.03286743
15:31:35:087,-0.03079224
15:31:35:094,-0.02728271
15:31:35:102,-0.01986694
15:31:35:109,-0.01470947
15:31:35:117,-0.01443481
15:31:35:125,-0.01327515
15:31:35:132,-0.01803589
15:31:35:141,-0.02001953
15:31:35:150,-0.02374268
15:31:35:159,-0.02679443
15:31:35:166,-0.02526855
15:31:35:174,-0.02774048
15:31:35:181,-0.02389526
15:31:35:188,-0.02154541
15:31:35:196,-0.02209473
15:31:35:204,-0.01986694
15:31:35:211,-0.02059937
15:31:35:219,-0.02105713
15:31:35:227,-0.01950073
15:31:35:234,-0.01971436
15:31:35:241,-0.01391602
15:31:35:251,-0.01403809
15:31:35:260,-0.01681519
15:31:35:267,-0.01559448
15:31:35:274,-0.01626587
15:31:35:281,-0.01669312
15:31:35:288,-0.01828003
15:31:35:296,-0.01913452
15:31:35:304,-0.01815796
15:31:35:311,-0.0223999
15:31:35:318,-0.02127075
15:31:35:326,-0.02337646
15:31:35:333,-0.02227783
15:31:35:341,-0.01647949
15:31:35:349,-0.01589966
15:31:35:360,-0.01449585
15:31:35:368,-0.01092529
15:31:35:375,-0.007049561
15:31:35:383,-0.006225586
15:31:35:390,-0.006713867
15:31:35:398,-0.008544922
15:31:35:409,-0.008514404
15:31:35:416,-0.01016235
15:31:35:423,-0.01235962
15:31:35:430,-0.01599121
15:31:35:437,-0.01498413
15:31:35:444,-0.01599121
15:31:35:451,-0.0149231
15:31:35:462,-0.01004028
15:31:35:469,-0.008422852
15:31:35:478,-0.002258635
15:31:35:485,-0.002289237
15:31:35:493,0.0002767442
15:31:35:503,0.003403674
15:31:35:511,-0.002390422
15:31:35:519,-0.003966811
15:31:35:527,-0.005981445
15:31:35:534,-0.004757658
15:31:35:543,-0.006530762
15:31:35:550,-0.00692749
15:31:35:558,-0.007568359
15:31:35:567,-0.009490967
15:31:35:575,-0.005594033
15:31:35:582,-0.005737305
15:31:35:589,-0.001894338
15:31:35:597,-0.001650279
15:31:35:604,-0.001237473
15:31:35:611,-0.00346686
15:31:35:620,-0.004206127
15:31:35:629,-0.005470491
15:31:35:635,-0.008026123
15:31:35:643,-0.008361816
15:31:35:650,-0.01052856
15:31:35:657,-0.01373291
15:31:35:667,-0.01229858
15:31:35:674,-0.01010132
15:31:35:684,-0.01498413
15:31:35:690,-0.00982666
15:31:35:697,-0.01046753
15:31:35:704,-0.009552002
15:31:35:711,-0.006378174
15:31:35:722,-0.002397292
15:31:35:729,-0.001058089
15:31:35:736,-0.003057098
15:31:35:744,-0.005828857
15:31:35:752,-0.006256104
15:31:35:759,-0.008850098
15:31:35:767,-0.0105896
15:31:35:774,-0.01330566
15:31:35:783,-0.01550293
15:31:35:790,-0.01586914
15:31:35:798,-0.0161438
15:31:35:805,-0.01681519
15:31:35:815,-0.01528931
15:31:35:823,-0.01574707
15:31:35:831,-0.01556396
15:31:35:839,-0.0144043
15:31:35:845,-0.01303101
15:31:35:852,-0.01037598
15:31:35:860,-0.01568604
15:31:35:866,-0.01223755
15:31:35:881,-0.01248169
15:31:35:888,-0.0140686
15:31:35:895,-0.01498413
15:31:35:905,-0.01583862
15:31:35:913,-0.01303101
15:31:35:923,-0.01641846
15:31:35:930,-0.01699829
15:31:35:939,-0.01211548
15:31:35:948,-0.01617432
15:31:35:955,-0.01519775
15:31:35:965,-0.01467896
15:31:35:972,-0.01184082
15:31:35:979,-0.01303101
15:31:35:986,-0.01425171
15:31:35:995,-0.01495361
15:31:36:005,-0.01486206
15:31:36:012,-0.01599121
15:31:36:020,-0.01834106
15:31:36:027,-0.01483154
15:31:36:034,-0.01672363
15:31:36:041,-0.01602173
15:31:36:050,-0.01452637
15:31:36:057,-0.01766968
15:31:36:066,-0.01489258
15:31:36:073,-0.01428223
15:31:36:082,-0.01861572
15:31:36:090,-0.0161438
15:31:36:098,-0.01745605
15:31:36:111,-0.01635742
15:31:36:119,-0.01599121
15:31:36:127,-0.01391602
15:31:36:134,-0.01220703
15:31:36:143,-0.01080322
15:31:36:151,-0.00793457
15:31:36:160,-0.00592041
15:31:36:171,-0.002755193
15:31:36:179,-0.001503801
15:31:36:189,-0.005146983
15:31:36:197,-0.003306577
15:31:36:206,-0.0006005597
15:31:36:213,-0.001403061
15:31:36:221,0.001208413
15:31:36:230,0.005038605
15:31:36:237,0.002234656
15:31:36:245,0.00843102
15:31:36:252,0.009882443
15:31:36:260,0.01370969
15:31:36:268,0.01386658
15:31:36:278,0.01611467
15:31:36:288,0.01446976
15:31:36:296,0.0146573
15:31:36:306,0.01565068
15:31:36:316,0.01917597
15:31:36:326,0.02078376
15:31:36:339,0.01962202
15:31:36:350,0.01741927
15:31:36:359,0.01355856
15:31:36:369,0.01334168
15:31:36:378,0.01407029
15:31:36:387,0.01600154
15:31:36:399,0.02059125
15:31:36:409,-0.01223755
15:31:36:417,-0.01065063
15:31:36:427,-0.01074219
15:31:36:435,-0.01013184
15:31:36:443,-0.01028442
15:31:36:451,-0.0138855
15:31:36:463,-0.01345825
15:31:36:470,-0.01483154
15:31:36:478,-0.0171814
15:31:36:487,-0.01324463
15:31:36:497,-0.01138306
15:31:36:504,-0.007720947
15:31:36:514,-0.007415771
15:31:36:522,-0.006347656
15:31:36:531,-0.01068115
15:31:36:540,-0.009979248
15:31:36:552,-0.01141357
15:31:36:560,-0.01074219
15:31:36:567,-0.01065063
15:31:36:574,-0.01019287
15:31:36:583,-0.01022339
15:31:36:590,-0.009094238
15:31:36:597,0.1035606
15:31:36:604,0.1030186
15:31:36:613,0.1042762
15:31:36:621,0.1101638
15:31:36:631,0.1083948
15:31:36:639,0.103751
15:31:36:646,0.1058273
15:31:36:654,0.103581
15:31:36:663,0.1018687
15:31:36:670,0.1021974
15:31:36:681,0.1024899
15:31:36:692,0.1015699
15:31:36:699,0.1034472
15:31:36:706,0.1054874
15:31:36:713,0.1060757
15:31:36:721,0.1006463
15:31:36:731,0.09882475
15:31:36:739,0.1001834
15:31:36:746,0.09930055
15:31:36:753,0.09893109
15:31:36:761,0.09745207
15:31:36:770,0.09962709
15:31:36:778,0.09898543
15:31:36:786,0.1009778
15:31:36:796,0.09915987
15:31:36:803,0.1004426
15:31:36:813,0.09875659
15:31:36:821,0.09824236
15:31:36:831,0.09951697
15:31:36:840,0.1024012
15:31:36:848,0.09935186
15:31:36:858,0.1027734
15:31:36:865,0.09998112
15:31:36:873,0.1024086
15:31:36:880,0.1015616
15:31:36:888,0.1014335
15:31:36:895,0.09995272
15:31:36:902,0.09928177
15:31:36:914,0.1007125
15:31:36:922,0.09598476
15:31:36:930,0.09785934
15:31:36:937,0.09588469
15:31:36:945,0.09869768
15:31:36:953,0.0968895
15:31:36:963,0.0976507
15:31:36:970,0.09973011
15:31:36:977,0.09892912
15:31:36:986,0.0964822
15:31:36:994,0.09559163
15:31:37:002,0.09588385
15:31:37:009,0.09560125
15:31:37:019,0.09532699
15:31:37:026,0.09475075
15:31:37:033,0.09435587
15:31:37:040,0.09470448
15:31:37:047,0.09331989
15:31:37:054,0.09607646
15:31:37:061,0.09670052
15:31:37:072,0.09654222
15:31:37:080,0.09424671
15:31:37:089,0.09464386
15:31:37:096,0.09361217
15:31:37:104,0.09180274
15:31:37:113,0.09426703
15:31:37:121,0.09336118
15:31:37:128,0.09536608
15:31:37:137,0.09465166
15:31:37:144,0.09335463
15:31:37:152,0.0931278
15:31:37:160,0.09314352
15:31:37:167,0.092783
15:31:37:175,0.09436692
15:31:37:183,0.09624258
15:31:37:192,0.09705712
15:31:37:199,0.09599695
15:31:37:207,0.09417039
15:31:37:215,0.09858113
15:31:37:222,0.1001086
15:31:37:230,0.101673
15:31:37:239,0.1008355
15:31:37:247,0.1013747
15:31:37:256,0.1027403
15:31:37:264,0.100586
15:31:37:272,0.1062762
15:31:37:280,0.1038536
15:31:37:287,0.1047904
15:31:37:296,0.106974
15:31:37:304,0.1088892
15:31:37:311,0.1102529
15:31:37:318,0.1094264
15:31:37:326,0.1101719
15:31:37:336,0.1102226
15:31:37:344,0.1120659
15:31:37:352,0.1102019
15:31:37:360,0.1087848
15:31:37:368,0.1075954
15:31:37:376,0.1088639
15:31:37:383,0.1098248
15:31:37:390,0.1111675
15:31:37:400,0.1119079
15:31:37:408,0.1134557
15:31:37:417,0.114799
15:31:37:425,0.1125936
15:31:37:434,0.1150719
15:31:37:442,0.1163945
15:31:37:449,0.1150512
15:31:37:458,0.1156044
15:31:37:466,0.1159616
15:31:37:475,0.1144061
15:31:37:483,0.1160324
15:31:37:492,0.1143095
15:31:37:501,0.1152547
15:31:37:508,0.113974
15:31:37:518,0.1144507
15:31:37:526,0.1123349
15:31:37:535,0.114725
15:31:37:543,0.1120214
15:31:37:551,0.116146
15:31:37:558,0.116571
15:31:37:565,0.1160664
15:31:37:575,0.1122684
15:31:37:583,0.1128762
15:31:37:590,0.1148869
15:31:37:598,0.1126388
15:31:37:605,0.1128284
15:31:37:613,0.1126107
15:31:37:624,0.1139073
15:31:37:631,0.1113825
15:31:37:639,0.1131151
15:31:37:646,0.1122746
15:31:37:654,0.1148102
15:31:37:662,0.1167332
15:31:37:670,0.1117699
15:31:37:680,0.1123216
15:31:37:687,0.1124234
15:31:37:695,0.1126361
15:31:37:703,0.1118393
15:31:37:710,0.1126848
15:31:37:719,0.1111253
15:31:37:727,0.1133037
15:31:37:735,0.1109937
15:31:37:743,0.1109098
15:31:37:751,0.1150042
15:31:37:759,0.1137091
15:31:37:768,0.1132255
15:31:37:776,0.1113916
15:31:37:784,0.1121489
15:31:37:792,0.1127756
15:31:37:799,0.110423
